session_id	ts	subagent_type	team_name	name	description	prompt_head
63285119-154e-42ab-9555-7a42471b0309	2026-05-08T13:56:34.013Z	general-purpose	schmidhuber-impl	timit-blstm-ctc-builder	Wave 11: timit-blstm-ctc	You are `timit-blstm-ctc-builder` on `schmidhuber-impl`. Implement **timit-blstm-ctc** per SPEC issue #1.  ## Context - SPEC: https://github.com/cybertronai/schmidhuber-problems/issues/1 — read FIRST. - Reference paper: Graves et al. 2005/2006, *BLSTM and Connectionist Temporal Classification* on TI
63285119-154e-42ab-9555-7a42471b0309	2026-05-08T13:56:41.939Z	general-purpose	schmidhuber-impl	iam-handwriting-builder	Wave 11: iam-handwriting	You are `iam-handwriting-builder` on `schmidhuber-impl`. Implement **iam-handwriting** per SPEC issue #1.  ## Context - SPEC: https://github.com/cybertronai/schmidhuber-problems/issues/1 — read FIRST. - Reference paper: Graves, Liwicki, Fernández, Bertolami, Bunke, Schmidhuber 2009, *A Novel Connect
63285119-154e-42ab-9555-7a42471b0309	2026-05-08T13:56:52.400Z	general-purpose	schmidhuber-impl	em-segmentation-isbi-builder	Wave 11: em-segmentation-isbi	You are `em-segmentation-isbi-builder` on `schmidhuber-impl`. Implement **em-segmentation-isbi** per SPEC issue #1.  ## Context - SPEC: https://github.com/cybertronai/schmidhuber-problems/issues/1 — read FIRST. - Reference paper: Cireşan, Giusti, Gambardella, Schmidhuber 2012, *Deep Neural Networks 
63285119-154e-42ab-9555-7a42471b0309	2026-05-08T13:57:03.437Z	general-purpose	schmidhuber-impl	lstm-search-space-odyssey-builder	Wave 11: lstm-search-space-odyssey	You are `lstm-search-space-odyssey-builder` on `schmidhuber-impl`. Implement **lstm-search-space-odyssey** per SPEC issue #1.  ## Context - SPEC: https://github.com/cybertronai/schmidhuber-problems/issues/1 — read FIRST. - Reference paper: Greff, Srivastava, Koutník, Steunebrink, Schmidhuber 2017, *
63285119-154e-42ab-9555-7a42471b0309	2026-05-08T13:57:12.743Z	general-purpose	schmidhuber-impl	clockwork-rnn-builder	Wave 11: clockwork-rnn	You are `clockwork-rnn-builder` on `schmidhuber-impl`. Implement **clockwork-rnn** per SPEC issue #1.  ## Context - SPEC: https://github.com/cybertronai/schmidhuber-problems/issues/1 — read FIRST. - Reference paper: Koutník, Greff, Gomez, Schmidhuber 2014, *A Clockwork RNN* (ICML). Multi-rate hidden
63285119-154e-42ab-9555-7a42471b0309	2026-05-08T13:57:24.477Z	general-purpose	schmidhuber-impl	world-models-carracing-builder	Wave 11: world-models-carracing	You are `world-models-carracing-builder` on `schmidhuber-impl`. Implement **world-models-carracing** per SPEC issue #1.  ## Context - SPEC: https://github.com/cybertronai/schmidhuber-problems/issues/1 — read FIRST. - Reference paper: Ha & Schmidhuber 2018, *Recurrent World Models Facilitate Policy E
63285119-154e-42ab-9555-7a42471b0309	2026-05-08T13:57:35.386Z	general-purpose	schmidhuber-impl	world-models-vizdoom-dream-builder	Wave 11: world-models-vizdoom-dream	You are `world-models-vizdoom-dream-builder` on `schmidhuber-impl`. Implement **world-models-vizdoom-dream** per SPEC issue #1.  ## Context - SPEC: https://github.com/cybertronai/schmidhuber-problems/issues/1 — read FIRST. - Reference paper: Ha & Schmidhuber 2018, *Recurrent World Models Facilitate 
63285119-154e-42ab-9555-7a42471b0309	2026-05-08T13:57:44.604Z	general-purpose	schmidhuber-impl	torcs-vision-evolution-builder	Wave 11: torcs-vision-evolution	You are `torcs-vision-evolution-builder` on `schmidhuber-impl`. Implement **torcs-vision-evolution** per SPEC issue #1.  ## Context - SPEC: https://github.com/cybertronai/schmidhuber-problems/issues/1 — read FIRST. - Reference paper: Koutník, Cuccu, Schmidhuber, Gomez 2013, *Evolving Large-Scale Neu
63285119-154e-42ab-9555-7a42471b0309	2026-05-08T14:44:48.020Z	Explore			Audit wave-11 8 v1.5 stubs	Audit all 8 wave-11 (v1.5) implementations of cybertronai/schmidhuber-problems. Each lives in its own worktree on a LOCAL-ONLY branch (`wave-11-local/<slug>`).  These were originally v1.5-deferred for heavyweight external datasets / RL envs (TIMIT, IAM, ISBI, VizDoom, TORCS, etc.). The user wanted t
63285119-154e-42ab-9555-7a42471b0309	2026-05-08T14:51:37.968Z	Explore			Extract per-stub data from 58 READMEs	Extract structured per-stub data from all 58 schmidhuber-problems stub READMEs to populate the RESULTS.md catalog and VISUAL_TOUR.md.  The stubs are spread across 12 worktrees. Here's the full mapping:  ## Wave 0 (1 stub) — local-only branch lives at `/Users/yadkonrad/dev_dev/year26/may26/schmidhube
63285119-154e-42ab-9555-7a42471b0309	2026-05-08T16:16:50.479Z	Explore			Extract real session data for BUILD_NOTES	I need to rewrite `BUILD_NOTES.md` for cybertronai/schmidhuber-problems based on the ACTUAL session log, not from memory. The current file has invented numbers and may be missing important moments. Yad explicitly called this out.  **Source of truth**: the JSONL session log at `/Users/yadkonrad/.clau
9763f0c4-d470-47b3-9306-3e5672b728dc	2026-05-07T00:37:43.406Z	general-purpose			Report to team-lead	"Send the following message to the agent named ""team-lead"" using the SendMessage tool:  --- oops-towers-of-hanoi stub implemented and pushed to `impl/oops-towers-of-hanoi`. NO PR opened (per instructions).  **Files** (in `oops-towers-of-hanoi/`): - `oops_towers_of_hanoi.py` (369 lines) - DSL, interpr"
a9e81d32-1a46-48d5-92e3-e22088478247	2026-05-14T21:14:54.249Z	general-purpose			Review migration PR #40	"You are reviewing a GitHub PR for the Sutro Group, a small research collective working on energy-efficient AI training. Context:  - SutroYaro is the lab's ""memory and dispatcher"" repo. Per issue #96, the team agreed to migrate benchmark-specific code OUT of SutroYaro into dedicated per-purpose repos"
a9e81d32-1a46-48d5-92e3-e22088478247	2026-05-14T21:15:07.332Z	general-purpose			Review V2 bars PR #60	"You are reviewing a GitHub PR for the Sutro Group, a small research collective working on energy-efficient AI training. Context:  - The ""V2"" effort is instrumenting Hinton's classic experiments with the ByteDMD data-movement metric (Python-level LRU stack tracer, cost = ceil(sqrt(stack_depth)) per r"
a9e81d32-1a46-48d5-92e3-e22088478247	2026-05-14T21:15:22.436Z	general-purpose			Review symmetry PR #18	"You are reviewing a GitHub PR for the Sutro Group, a small research collective working on energy-efficient AI training. Context:  - The ""V3"" effort is the next step beyond V2 ByteDMD instrumentation: express small ML problems as v0 IR (4-op: add/sub/mul/copy with explicit addressing) under the simpl"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T05:51:25.701Z	claude-code-guide			Research Claude Code agent-teams feature	"I need to use Claude Code's ""agent teams"" feature to dispatch a fleet of parallel agents that each work in isolated worktrees on separate tasks (one task per agent), all targeting the same git repo (`cybertronai/hinton-problems`). The official docs are at https://code.claude.com/docs/en/agent-teams."
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T05:55:06.572Z	general-purpose	hinton-impl	xor-builder	Build xor stub for hinton-problems	"You are `xor-builder`, a teammate in the `hinton-impl` agent team. The team lead is `team-lead`. Communicate with the lead via SendMessage(to=""team-lead"").  ## Mission  Implement the `xor` stub in `cybertronai/hinton-problems` following the minimum spec at issue #1. Issue you're satisfying: #2.  ## "
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T06:07:50.283Z	general-purpose	hinton-impl	n-bit-parity-builder	Build n-bit-parity stub	"You are `n-bit-parity-builder`, a teammate in the `hinton-impl` agent team. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission  Implement `n-bit-parity` stub in `cybertronai/hinton-problems` per spec issue #1. Issue you're satisfying: **#4**.  ## Where to work  - **cwd / w"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T06:08:04.505Z	general-purpose	hinton-impl	symmetry-builder	Build symmetry stub	"You are `symmetry-builder`, a teammate in the `hinton-impl` agent team. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission  Implement `symmetry` stub (6-bit palindrome detection, 6-2-1 MLP) in `cybertronai/hinton-problems` per spec issue #1. Issue you're satisfying: **#5**"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T06:08:14.840Z	general-purpose	hinton-impl	negation-builder	Build negation stub	"You are `negation-builder`, a teammate in the `hinton-impl` agent team. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission  Implement `negation` stub (4-3-3 MLP, role-sensitive distributed processing) in `cybertronai/hinton-problems` per spec issue #1. Issue you're satisfy"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T09:22:24.453Z	general-purpose	hinton-impl	binary-addition-builder	Build binary-addition stub	"You are `binary-addition-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `binary-addition` stub in `cybertronai/hinton-problems` per spec issue #1. Issue: **#10**.  ## Where to work - cwd: `/Users/yadkonrad/dev_dev/year26/may26/"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T09:22:36.827Z	general-purpose	hinton-impl	encoder-3-parity-builder	Build encoder-3-parity stub	"You are `encoder-3-parity-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `encoder-3-parity` stub in `cybertronai/hinton-problems` per spec issue #1. Issue: **#11**.  ## Where to work - cwd: `/Users/yadkonrad/dev_dev/year26/may2"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T09:22:50.616Z	general-purpose	hinton-impl	encoder-4-3-4-builder	Build encoder-4-3-4 stub	"You are `encoder-4-3-4-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `encoder-4-3-4` stub in `cybertronai/hinton-problems` per spec issue #1. Issue: **#12**.  ## Where to work - cwd: `/Users/yadkonrad/dev_dev/year26/may26/hint"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T09:22:54.617Z	general-purpose	hinton-impl	encoder-8-3-8-builder	Build encoder-8-3-8 stub	"You are `encoder-8-3-8-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `encoder-8-3-8` stub in `cybertronai/hinton-problems` per spec issue #1. Issue: **#13**.  ## Where to work - cwd: `/Users/yadkonrad/dev_dev/year26/may26/hint"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T09:23:03.380Z	general-purpose	hinton-impl	encoder-bp-builder	Build encoder-backprop-8-3-8 stub	"You are `encoder-bp-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `encoder-backprop-8-3-8` stub in `cybertronai/hinton-problems` per spec issue #1. Issue: **#14**.  ## Where to work - cwd: `/Users/yadkonrad/dev_dev/year26/may2"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T12:37:26.776Z	Explore			PR review of wave 0+1 (4 PRs)	Read-only review of 4 open PRs on `cybertronai/hinton-problems`. You are a code reviewer. Do not write or edit anything. Output a punch list to the calling agent.  ## PRs to review (all OPEN, none merged)  | PR | Slug | Local worktree path | |---|---|---| | #3 | xor | /Users/yadkonrad/dev_dev/year26
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T12:38:00.998Z	Explore			Stub correctness audit (47 remaining)	Read-only audit of remaining stub folders in `/Users/yadkonrad/dev_dev/year26/may26/hinton-problems/`. Goal: flag stubs that look problematic *before* an agent tries to implement them, so we don't waste agent time the way we wasted ~25 min on negation (which had a 4-3-3 arch that's mathematically in
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T13:46:21.459Z	Explore			PR audit of wave 2 (5 PRs)	Read-only audit of 5 open PRs on `cybertronai/hinton-problems`. Same audit pattern as before. Output: per-PR verdict (MERGE / REQUEST CHANGES / ESCALATE) with evidence.  ## PRs to audit (all OPEN, none merged)  | PR | Slug | Local worktree path | |---|---|---| | #15 | encoder-3-parity | /Users/yadko
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T13:50:33.422Z	general-purpose	hinton-impl	encoder-40-10-40-builder	Build encoder-40-10-40 stub	"You are `encoder-40-10-40-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `encoder-40-10-40` stub in `cybertronai/hinton-problems` per spec issue #1 (read both #1 body AND its v2 comment). Issue: **#20**.  ## Where to work - cwd"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T13:50:43.331Z	general-purpose	hinton-impl	shifter-builder	Build shifter stub	"You are `shifter-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `shifter` stub in `cybertronai/hinton-problems` per spec issue #1. Issue: **#21**.  ## Where to work - cwd: `/Users/yadkonrad/dev_dev/year26/may26/hinton-problems-"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T13:50:53.673Z	general-purpose	hinton-impl	grapheme-sememe-builder	Build grapheme-sememe stub	"You are `grapheme-sememe-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `grapheme-sememe` stub in `cybertronai/hinton-problems` per spec issue #1. Issue: **#22**.  ## Where to work - cwd: `/Users/yadkonrad/dev_dev/year26/may26/"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T13:51:02.938Z	general-purpose	hinton-impl	d2l-bottleneck-builder	Build distributed-to-local-bottleneck stub	"You are `d2l-bottleneck-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `distributed-to-local-bottleneck` stub in `cybertronai/hinton-problems` per spec issue #1. Issue: **#23**.  ## Where to work - cwd: `/Users/yadkonrad/dev_de"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T13:51:11.978Z	general-purpose	hinton-impl	tc-builder	Build t-c-discrimination stub	"You are `tc-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `t-c-discrimination` stub in `cybertronai/hinton-problems` per spec issue #1. Issue: **#24**.  ## Where to work - cwd: `/Users/yadkonrad/dev_dev/year26/may26/hinton-pro"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T13:51:20.724Z	general-purpose	hinton-impl	rsr-builder	Build recurrent-shift-register stub	"You are `rsr-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `recurrent-shift-register` stub in `cybertronai/hinton-problems` per spec issue #1. Issue: **#25**.  This is the **first RNN in the catalog** — implement BPTT cleanly "
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T14:45:40.285Z	Explore			PR audit of wave 3 (6 PRs)	Read-only audit of 6 open PRs on `cybertronai/hinton-problems`. Same audit pattern as before. Output: per-PR verdict (MERGE / REQUEST CHANGES / ESCALATE) with evidence.  ## PRs to audit (all OPEN, none merged)  | PR | Slug | Local worktree path | |---|---|---| | #26 | shifter | /Users/yadkonrad/dev_
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T15:02:24.763Z	general-purpose	hinton-impl	seq-lookup-builder	Build sequence-lookup-25 stub	"You are `seq-lookup-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `sequence-lookup-25` stub in `cybertronai/hinton-problems` per spec issue #1 (read both #1 body and its 2 comments).  ## CRITICAL — new workflow (different from"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T15:02:37.441Z	general-purpose	hinton-impl	family-trees-builder	Build family-trees stub	"You are `family-trees-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `family-trees` stub in `cybertronai/hinton-problems` per spec issue #1.  ## CRITICAL — new workflow - DO push your branch (`impl/family-trees`) - DO NOT open "
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T15:02:48.198Z	general-purpose	hinton-impl	riser-builder	Build riser-spectrogram stub	"You are `riser-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `riser-spectrogram` stub in `cybertronai/hinton-problems` per spec issue #1.  ## CRITICAL — new workflow - DO push branch (`impl/riser-spectrogram`) - DO NOT open a "
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T15:03:00.382Z	general-purpose	hinton-impl	fwr-builder	Build fast-weights-rehearsal stub	"You are `fwr-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `fast-weights-rehearsal` stub in `cybertronai/hinton-problems` per spec issue #1.  ## CRITICAL — new workflow - DO push branch (`impl/fast-weights-rehearsal`) - DO NOT"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T15:03:17.505Z	general-purpose	hinton-impl	bars-builder	Build bars stub	"You are `bars-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `bars` stub (Helmholtz machine + wake-sleep, Hinton/Dayan/Frey/Neal 1995) in `cybertronai/hinton-problems` per spec issue #1.  ## CRITICAL — new workflow - DO push br"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T15:03:30.874Z	general-purpose	hinton-impl	bars-rbm-builder	Build bars-rbm stub	"You are `bars-rbm-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `bars-rbm` stub (Hinton 2000 — RBM training on bars) in `cybertronai/hinton-problems` per spec issue #1.  ## CRITICAL — new workflow - DO push branch (`impl/bars-"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T15:38:30.885Z	general-purpose	hinton-impl	hms-builder	Build helmholtz-shifter stub	"You are `hms-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `helmholtz-shifter` stub in `cybertronai/hinton-problems` per spec issue #1.  ## CRITICAL — wave-5 workflow - DO push branch (`impl/helmholtz-shifter`) - DO NOT open P"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T15:38:44.083Z	general-purpose	hinton-impl	rds-builder	Build random-dot-stereograms stub	"You are `rds-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `random-dot-stereograms` stub (Becker & Hinton 1992 Imax) in `cybertronai/hinton-problems` per spec issue #1.  ## CRITICAL — wave-5 workflow - DO push branch (`impl/ra"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T15:38:59.309Z	general-purpose	hinton-impl	fwar-builder	Build fast-weights-associative-retrieval stub	"You are `fwar-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `fast-weights-associative-retrieval` stub (Ba, Hinton, Mnih, Leibo, Ionescu 2016) in `cybertronai/hinton-problems` per spec issue #1.  ## CRITICAL — wave-5 workflow -"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T15:39:13.744Z	general-purpose	hinton-impl	dpos-builder	Build dipole-position stub	"You are `dpos-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `dipole-position` stub (Zemel & Hinton 1995 — population codes / MDL) in `cybertronai/hinton-problems` per spec issue #1.  ## CRITICAL — wave-5 workflow - DO push bra"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T15:39:25.289Z	general-purpose	hinton-impl	d3d-builder	Build dipole-3d-constraint stub	"You are `d3d-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `dipole-3d-constraint` stub (Zemel & Hinton 1995 — 3D population code) in `cybertronai/hinton-problems` per spec issue #1.  ## CRITICAL — wave-5 workflow - DO push bra"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T15:39:37.784Z	general-purpose	hinton-impl	dww-builder	Build dipole-what-where stub	"You are `dww-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `dipole-what-where` stub (Zemel & Hinton 1995 — first what/where toy in Hinton's corpus) in `cybertronai/hinton-problems` per spec issue #1.  ## CRITICAL — wave-5 work"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T16:32:13.212Z	general-purpose	hinton-impl	bb2-builder	Build bouncing-balls-2 stub	"You are `bb2-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `bouncing-balls-2` stub (Sutskever & Hinton 2007, TRBM) in `cybertronai/hinton-problems` per spec issue #1.  ## CRITICAL — wave-6 workflow - DO push branch (`impl/boun"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T16:32:24.559Z	general-purpose	hinton-impl	bb3-builder	Build bouncing-balls-3 stub	"You are `bb3-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `bouncing-balls-3` stub (Sutskever, Hinton & Taylor 2008, RTRBM) in `cybertronai/hinton-problems` per spec issue #1.  ## CRITICAL — wave-6 workflow - DO push branch (`"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T16:32:38.586Z	general-purpose	hinton-impl	tpairs-builder	Build transforming-pairs stub	"You are `tpairs-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `transforming-pairs` stub (Memisevic & Hinton 2007 — gated conditional RBM) in `cybertronai/hinton-problems` per spec issue #1.  ## CRITICAL — wave-6 workflow - DO "
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T16:32:54.915Z	general-purpose	hinton-impl	rnn-path-builder	Build rnn-pathological stub	"You are `rnn-path-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `rnn-pathological` stub (Sutskever, Martens, Dahl & Hinton 2013 — Hochreiter pathological RNN tasks) in `cybertronai/hinton-problems` per spec issue #1.  ## CRITI"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T16:33:09.146Z	general-purpose	hinton-impl	spline-builder	Build spline-images-factorial-vq stub	"You are `spline-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `spline-images-factorial-vq` stub (Hinton & Zemel 1994, NIPS 6 — factorial VQ + bits-back) in `cybertronai/hinton-problems` per spec issue #1.  ## CRITICAL — wave-6"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T16:33:29.233Z	general-purpose	hinton-impl	ellipse-builder	Build ellipse-world stub	"You are `ellipse-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `ellipse-world` stub (Culp, Sabour & Hinton 2022 — eGLOM) in `cybertronai/hinton-problems` per spec issue #1.  ## CRITICAL — wave-6 workflow - DO push branch (`imp"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T16:55:53.393Z	Explore			PR audit of waves 4-6 (18 stubs)	Read-only audit of 3 wave-level PRs on `cybertronai/hinton-problems`. Report findings inline to the calling agent (NOT as comments on the PRs).  ## PRs to audit  | PR | Wave | Stubs | Branch | |---|---|---|---| | #35 | wave 4 | sequence-lookup-25, family-trees, riser-spectrogram, fast-weights-rehear
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T17:26:26.019Z	Explore			Clean audit of waves 4-6 against actual wave branches	Read-only audit of 3 wave-level PRs on `cybertronai/hinton-problems`. The previous audit was wrong because it inspected local worktrees that had stale state for non-matching stubs. THIS audit must check the actual wave branches.  ## CRITICAL — how to inspect  DO NOT use local worktrees. They have st
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T19:35:34.785Z	general-purpose	hinton-impl	ff-hybrid-builder	Build ff-hybrid-mnist stub	"You are `ff-hybrid-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `ff-hybrid-mnist` stub (Hinton 2022 — Forward-Forward, hybrid-image MNIST negatives) in `cybertronai/hinton-problems` per spec issue #1.  ## CRITICAL — wave-7 wo"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T19:35:46.608Z	general-purpose	hinton-impl	ff-label-builder	Build ff-label-in-input stub	"You are `ff-label-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `ff-label-in-input` stub (Hinton 2022 — supervised FF, label in first 10 pixels) in `cybertronai/hinton-problems` per spec issue #1.  ## CRITICAL — wave-7 workflo"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T19:35:56.906Z	general-purpose	hinton-impl	ff-recurrent-builder	Build ff-recurrent-mnist stub	"You are `ff-recurrent-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `ff-recurrent-mnist` stub (Hinton 2022 — top-down recurrent FF on repeated-frame MNIST) in `cybertronai/hinton-problems` per spec issue #1.  ## CRITICAL — wav"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T19:36:10.855Z	general-purpose	hinton-impl	tae-builder	Build transforming-autoencoders stub	"You are `tae-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `transforming-autoencoders` stub (Hinton, Krizhevsky & Wang 2011 — capsule precursor) in `cybertronai/hinton-problems` per spec issue #1.  ## CRITICAL — wave-7 workflo"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T19:36:22.426Z	general-purpose	hinton-impl	subclass-builder	Build mnist-2x5-subclass stub	"You are `subclass-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `mnist-2x5-subclass` stub (Müller, Kornblith & Hinton 2020 — subclass distillation) in `cybertronai/hinton-problems` per spec issue #1.  ## CRITICAL — wave-7 work"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T19:36:36.622Z	general-purpose	hinton-impl	omitted3-builder	Build distillation-mnist-omitted-3 stub	"You are `omitted3-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `distillation-mnist-omitted-3` stub (Hinton, Vinyals & Dean 2015 — knowledge distillation) in `cybertronai/hinton-problems` per spec issue #1.  ## CRITICAL — wave"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T20:19:04.086Z	general-purpose	hinton-impl	sunspots-builder	Build sunspots stub	"You are `sunspots-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `sunspots` stub (Nowlan & Hinton 1992 — soft weight-sharing MoG prior) per spec issue #1.  ## CRITICAL — wave-8 workflow - DO push branch (`impl/sunspots`) - DO N"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T20:19:24.122Z	general-purpose	hinton-impl	aesop-builder	Build ff-aesop-sequences stub	"You are `aesop-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `ff-aesop-sequences` stub (Hinton 2022 — FF on next-character with self-generated negatives) per spec issue #1.  ## CRITICAL — wave-8 workflow - DO push branch (`imp"
